Count,ActiveProcessingCount_mean,ActiveProcessingCount_median,ActiveProcessingCount_std_dev,ActiveProcessingCount_mode,Host_CPU_mean,Host_CPU_median,Host_CPU_std_dev,Host_CPU_mode,Host_Memory_Total_mean,Host_Memory_Total_median,Host_Memory_Total_std_dev,Host_Memory_Total_mode,Host_Memory_Used_mean,Host_Memory_Used_median,Host_Memory_Used_std_dev,Host_Memory_Used_mode,Host_Memory_UsedPercentage_mean,Host_Memory_UsedPercentage_median,Host_Memory_UsedPercentage_std_dev,Host_Memory_UsedPercentage_mode,Worker_CPU_mean,Worker_CPU_median,Worker_CPU_std_dev,Worker_CPU_mode,Worker_Memory_Total_mean,Worker_Memory_Total_median,Worker_Memory_Total_std_dev,Worker_Memory_Total_mode,Worker_Memory_Used_mean,Worker_Memory_Used_median,Worker_Memory_Used_std_dev,Worker_Memory_Used_mode,Worker_Memory_UsedPercentage_mean,Worker_Memory_UsedPercentage_median,Worker_Memory_UsedPercentage_std_dev,Worker_Memory_UsedPercentage_mode,Processing_CPU_1_mean,Processing_CPU_1_median,Processing_CPU_1_std_dev,Processing_CPU_1_mode,Processing_Memory_Total_1_mean,Processing_Memory_Total_1_median,Processing_Memory_Total_1_std_dev,Processing_Memory_Total_1_mode,Processing_Memory_Used_1_mean,Processing_Memory_Used_1_median,Processing_Memory_Used_1_std_dev,Processing_Memory_Used_1_mode,Processing_Memory_UsedPercentage_1_mean,Processing_Memory_UsedPercentage_1_median,Processing_Memory_UsedPercentage_1_std_dev,Processing_Memory_UsedPercentage_1_mode,Processing_CPU_2_mean,Processing_CPU_2_median,Processing_CPU_2_std_dev,Processing_CPU_2_mode,Processing_Memory_Total_2_mean,Processing_Memory_Total_2_median,Processing_Memory_Total_2_std_dev,Processing_Memory_Total_2_mode,Processing_Memory_Used_2_mean,Processing_Memory_Used_2_median,Processing_Memory_Used_2_std_dev,Processing_Memory_Used_2_mode,Processing_Memory_UsedPercentage_2_mean,Processing_Memory_UsedPercentage_2_median,Processing_Memory_UsedPercentage_2_std_dev,Processing_Memory_UsedPercentage_2_mode,Processing_CPU_3_mean,Processing_CPU_3_median,Processing_CPU_3_std_dev,Processing_CPU_3_mode,Processing_Memory_Total_3_mean,Processing_Memory_Total_3_median,Processing_Memory_Total_3_std_dev,Processing_Memory_Total_3_mode,Processing_Memory_Used_3_mean,Processing_Memory_Used_3_median,Processing_Memory_Used_3_std_dev,Processing_Memory_Used_3_mode,Processing_Memory_UsedPercentage_3_mean,Processing_Memory_UsedPercentage_3_median,Processing_Memory_UsedPercentage_3_std_dev,Processing_Memory_UsedPercentage_3_mode
10,3,3,0,3,70.59,70.59,0,70.59,84233080832,84233080832,0,84233080832,4167757824,4167757824,0,4167757824,4.95,4.95,0,4.95,2.09,2.09,0,2.09,84233080832,84233080832,0,84233080832,76414976,76414976,0,76414976,0.09,0.09,0,0.09,373.01,373.01,0,373.01,84233080832,84233080832,0,84233080832,410890240,410890240,0,410890240,0.49,0.49,0,0.49,374.54,374.54,0,374.54,84233080832,84233080832,0,84233080832,411607040,411607040,0,411607040,0.49,0.49,0,0.49,375.04,375.04,0,375.04,84233080832,84233080832,0,84233080832,411287552,411287552,0,411287552,0.49,0.49,0,0.49
11,3,3,0,3,69.89,69.89,0,69.89,84233080832,84233080832,0,84233080832,4171251712,4171251712,0,4171251712,4.95,4.95,0,4.95,2.05,2.05,0,2.05,84233080832,84233080832,0,84233080832,76660736,76660736,0,76660736,0.09,0.09,0,0.09,370.73,370.73,0,370.73,84233080832,84233080832,0,84233080832,411844608,411844608,0,411844608,0.49,0.49,0,0.49,371.91,371.91,0,371.91,84233080832,84233080832,0,84233080832,412278784,412278784,0,412278784,0.49,0.49,0,0.49,373.93,373.93,0,373.93,84233080832,84233080832,0,84233080832,412803072,412803072,0,412803072,0.49,0.49,0,0.49
12,3,3,0,3,70.17,70.17,0,70.17,84233080832,84233080832,0,84233080832,4170522624,4170522624,0,4170522624,4.95,4.95,0,4.95,1.79,1.79,0,1.79,84233080832,84233080832,0,84233080832,75886592,75886592,0,75886592,0.09,0.09,0,0.09,306.81,306.81,0,306.81,84233080832,84233080832,0,84233080832,467173376,467173376,0,467173376,0.55,0.55,0,0.55,296.97,296.97,0,296.97,84233080832,84233080832,0,84233080832,471732224,471732224,0,471732224,0.56,0.56,0,0.56,293.38,293.38,0,293.38,84233080832,84233080832,0,84233080832,476921856,476921856,0,476921856,0.57,0.57,0,0.57
13,3,3,0,3,58.54,58.54,0,58.54,84233080832,84233080832,0,84233080832,4455817216,4455817216,0,4455817216,5.29,5.29,0,5.29,1.04,1.04,0,1.04,84233080832,84233080832,0,84233080832,75886592,75886592,0,75886592,0.09,0.09,0,0.09,108.41,108.41,0,108.41,84233080832,84233080832,0,84233080832,510300160,510300160,0,510300160,0.61,0.61,0,0.61,108.32,108.32,0,108.32,84233080832,84233080832,0,84233080832,509743104,509743104,0,509743104,0.61,0.61,0,0.61,108.32,108.32,0,108.32,84233080832,84233080832,0,84233080832,511410176,511410176,0,511410176,0.61,0.61,0,0.61
14,3,3,0,3,20.68,20.68,0,20.68,84233080832,84233080832,0,84233080832,4532707328,4532707328,0,4532707328,5.38,5.38,0,5.38,24.85,24.85,0,24.85,84233080832,84233080832,0,84233080832,70049792,70049792,0,70049792,0.08,0.08,0,0.08,245.64,245.64,0,245.64,84233080832,84233080832,0,84233080832,535080960,535080960,0,535080960,0.64,0.64,0,0.64,242.55,242.55,0,242.55,84233080832,84233080832,0,84233080832,535736320,535736320,0,535736320,0.64,0.64,0,0.64,249.21,249.21,0,249.21,84233080832,84233080832,0,84233080832,537145344,537145344,0,537145344,0.64,0.64,0,0.64
15,3,3,0,3,46.2,46.2,0,46.2,84233080832,84233080832,0,84233080832,4582891520,4582891520,0,4582891520,5.44,5.44,0,5.44,62.55,62.55,0,62.55,84233080832,84233080832,0,84233080832,112320512,112320512,0,112320512,0.13,0.13,0,0.13,230.63,230.63,0,230.63,84233080832,84233080832,0,84233080832,562442240,562442240,0,562442240,0.67,0.67,0,0.67,221.91,221.91,0,221.91,84233080832,84233080832,0,84233080832,560848896,560848896,0,560848896,0.67,0.67,0,0.67,253.86,253.86,0,253.86,84233080832,84233080832,0,84233080832,562868224,562868224,0,562868224,0.67,0.67,0,0.67
16,3,3,0,3,46.06,46.06,0,46.06,84233080832,84233080832,0,84233080832,4705320960,4705320960,0,4705320960,5.59,5.59,0,5.59,166.7,166.7,0,166.7,84233080832,84233080832,0,84233080832,70549504,70549504,0,70549504,0.08,0.08,0,0.08,344.81,344.81,0,344.81,84233080832,84233080832,0,84233080832,565481472,565481472,0,565481472,0.67,0.67,0,0.67,350,350,0,350,84233080832,84233080832,0,84233080832,565624832,565624832,0,565624832,0.67,0.67,0,0.67,347.26,347.26,0,347.26,84233080832,84233080832,0,84233080832,565653504,565653504,0,565653504,0.67,0.67,0,0.67
17,3,3,0,3,76.04,76.04,0,76.04,84233080832,84233080832,0,84233080832,4722651136,4722651136,0,4722651136,5.61,5.61,0,5.61,173.16,173.16,0,173.16,84233080832,84233080832,0,84233080832,89726976,89726976,0,89726976,0.11,0.11,0,0.11,342.96,342.96,0,342.96,84233080832,84233080832,0,84233080832,566603776,566603776,0,566603776,0.67,0.67,0,0.67,348.25,348.25,0,348.25,84233080832,84233080832,0,84233080832,566960128,566960128,0,566960128,0.67,0.67,0,0.67,344.37,344.37,0,344.37,84233080832,84233080832,0,84233080832,567586816,567586816,0,567586816,0.67,0.67,0,0.67
18,3,3,0,3,74.75,74.75,0,74.75,84233080832,84233080832,0,84233080832,4764491776,4764491776,0,4764491776,5.66,5.66,0,5.66,171.06,171.06,0,171.06,84233080832,84233080832,0,84233080832,131342336,131342336,0,131342336,0.16,0.16,0,0.16,341.61,341.61,0,341.61,84233080832,84233080832,0,84233080832,566562816,566562816,0,566562816,0.67,0.67,0,0.67,345.5,345.5,0,345.5,84233080832,84233080832,0,84233080832,566284288,566284288,0,566284288,0.67,0.67,0,0.67,344.54,344.54,0,344.54,84233080832,84233080832,0,84233080832,566722560,566722560,0,566722560,0.67,0.67,0,0.67
19,3,3,0,3,74.69,74.69,0,74.69,84233080832,84233080832,0,84233080832,4791377920,4791377920,0,4791377920,5.69,5.69,0,5.69,139.42,139.42,0,139.42,84233080832,84233080832,0,84233080832,93892608,93892608,0,93892608,0.11,0.11,0,0.11,344.48,344.48,0,344.48,84233080832,84233080832,0,84233080832,566665216,566665216,0,566665216,0.67,0.67,0,0.67,347.28,347.28,0,347.28,84233080832,84233080832,0,84233080832,567341056,567341056,0,567341056,0.67,0.67,0,0.67,347.84,347.84,0,347.84,84233080832,84233080832,0,84233080832,567287808,567287808,0,567287808,0.67,0.67,0,0.67
20,3,3,0,3,75.18,75.18,0,75.18,84233080832,84233080832,0,84233080832,4807053312,4807053312,0,4807053312,5.71,5.71,0,5.71,201.32,201.32,0,201.32,84233080832,84233080832,0,84233080832,83296256,83296256,0,83296256,0.1,0.1,0,0.1,281.96,281.96,0,281.96,84233080832,84233080832,0,84233080832,583696384,583696384,0,583696384,0.69,0.69,0,0.69,290.44,290.44,0,290.44,84233080832,84233080832,0,84233080832,583135232,583135232,0,583135232,0.69,0.69,0,0.69,254.54,254.54,0,254.54,84233080832,84233080832,0,84233080832,582291456,582291456,0,582291456,0.69,0.69,0,0.69
21,3,3,0,3,70.73,70.73,0,70.73,84233080832,84233080832,0,84233080832,4800782336,4800782336,0,4800782336,5.7,5.7,0,5.7,135.62,135.62,0,135.62,84233080832,84233080832,0,84233080832,84889600,84889600,0,84889600,0.1,0.1,0,0.1,141.22,141.22,0,141.22,84233080832,84233080832,0,84233080832,587345920,587345920,0,587345920,0.7,0.7,0,0.7,140.02,140.02,0,140.02,84233080832,84233080832,0,84233080832,589139968,589139968,0,589139968,0.7,0.7,0,0.7,146.25,146.25,0,146.25,84233080832,84233080832,0,84233080832,589201408,589201408,0,589201408,0.7,0.7,0,0.7
22,3,3,0,3,32.03,32.03,0,32.03,84233080832,84233080832,0,84233080832,4866801664,4866801664,0,4866801664,5.78,5.78,0,5.78,143.15,143.15,0,143.15,84233080832,84233080832,0,84233080832,84271104,84271104,0,84271104,0.1,0.1,0,0.1,201.1,201.1,0,201.1,84233080832,84233080832,0,84233080832,590614528,590614528,0,590614528,0.7,0.7,0,0.7,208.64,208.64,0,208.64,84233080832,84233080832,0,84233080832,595292160,595292160,0,595292160,0.71,0.71,0,0.71,209.28,209.28,0,209.28,84233080832,84233080832,0,84233080832,596148224,596148224,0,596148224,0.71,0.71,0,0.71
23,3,3,0,3,48.22,48.22,0,48.22,84233080832,84233080832,0,84233080832,4934311936,4934311936,0,4934311936,5.86,5.86,0,5.86,2.44,2.44,0,2.44,84233080832,84233080832,0,84233080832,83816448,83816448,0,83816448,0.1,0.1,0,0.1,234.22,234.22,0,234.22,84233080832,84233080832,0,84233080832,600854528,600854528,0,600854528,0.71,0.71,0,0.71,216.88,216.88,0,216.88,84233080832,84233080832,0,84233080832,604667904,604667904,0,604667904,0.72,0.72,0,0.72,238.07,238.07,0,238.07,84233080832,84233080832,0,84233080832,604123136,604123136,0,604123136,0.72,0.72,0,0.72
24,3,3,0,3,40.62,40.62,0,40.62,84233080832,84233080832,0,84233080832,4953845760,4953845760,0,4953845760,5.88,5.88,0,5.88,2.14,2.14,0,2.14,84233080832,84233080832,0,84233080832,84332544,84332544,0,84332544,0.1,0.1,0,0.1,374.23,374.23,0,374.23,84233080832,84233080832,0,84233080832,602001408,602001408,0,602001408,0.71,0.71,0,0.71,378.4,378.4,0,378.4,84233080832,84233080832,0,84233080832,605503488,605503488,0,605503488,0.72,0.72,0,0.72,375.44,375.44,0,375.44,84233080832,84233080832,0,84233080832,607113216,607113216,0,607113216,0.72,0.72,0,0.72
25,3,3,0,3,69.77,69.77,0,69.77,84233080832,84233080832,0,84233080832,4948688896,4948688896,0,4948688896,5.87,5.87,0,5.87,2.15,2.15,0,2.15,84233080832,84233080832,0,84233080832,83996672,83996672,0,83996672,0.1,0.1,0,0.1,370.58,370.58,0,370.58,84233080832,84233080832,0,84233080832,601624576,601624576,0,601624576,0.71,0.71,0,0.71,372.62,372.62,0,372.62,84233080832,84233080832,0,84233080832,604540928,604540928,0,604540928,0.72,0.72,0,0.72,373.16,373.16,0,373.16,84233080832,84233080832,0,84233080832,605999104,605999104,0,605999104,0.72,0.72,0,0.72
26,3,3,0,3,69.94,69.94,0,69.94,84233080832,84233080832,0,84233080832,4932042752,4932042752,0,4932042752,5.86,5.86,0,5.86,2.17,2.17,0,2.17,84233080832,84233080832,0,84233080832,84004864,84004864,0,84004864,0.1,0.1,0,0.1,372.08,372.08,0,372.08,84233080832,84233080832,0,84233080832,602574848,602574848,0,602574848,0.72,0.72,0,0.72,375.89,375.89,0,375.89,84233080832,84233080832,0,84233080832,604794880,604794880,0,604794880,0.72,0.72,0,0.72,375.05,375.05,0,375.05,84233080832,84233080832,0,84233080832,606375936,606375936,0,606375936,0.72,0.72,0,0.72
27,3,3,0,3,69.64,69.64,0,69.64,84233080832,84233080832,0,84233080832,4907560960,4907560960,0,4907560960,5.83,5.83,0,5.83,2.05,2.05,0,2.05,84233080832,84233080832,0,84233080832,84275200,84275200,0,84275200,0.1,0.1,0,0.1,370.02,370.02,0,370.02,84233080832,84233080832,0,84233080832,603275264,603275264,0,603275264,0.72,0.72,0,0.72,373.61,373.61,0,373.61,84233080832,84233080832,0,84233080832,604905472,604905472,0,604905472,0.72,0.72,0,0.72,371.77,371.77,0,371.77,84233080832,84233080832,0,84233080832,606916608,606916608,0,606916608,0.72,0.72,0,0.72
28,3,3,0,3,69.76,69.76,0,69.76,84233080832,84233080832,0,84233080832,4886310912,4886310912,0,4886310912,5.8,5.8,0,5.8,20.79,20.79,0,20.79,84233080832,84233080832,0,84233080832,84201472,84201472,0,84201472,0.1,0.1,0,0.1,147.19,147.19,0,147.19,84233080832,84233080832,0,84233080832,619458560,619458560,0,619458560,0.74,0.74,0,0.74,152.38,152.38,0,152.38,84233080832,84233080832,0,84233080832,620953600,620953600,0,620953600,0.74,0.74,0,0.74,128.1,128.1,0,128.1,84233080832,84233080832,0,84233080832,625131520,625131520,0,625131520,0.74,0.74,0,0.74
29,3,3,0,3,36.25,36.25,0,36.25,84233080832,84233080832,0,84233080832,4885446656,4885446656,0,4885446656,5.8,5.8,0,5.8,90.94,90.94,0,90.94,84233080832,84233080832,0,84233080832,86577152,86577152,0,86577152,0.1,0.1,0,0.1,223.45,223.45,0,223.45,84233080832,84233080832,0,84233080832,632524800,632524800,0,632524800,0.75,0.75,0,0.75,234.45,234.45,0,234.45,84233080832,84233080832,0,84233080832,633483264,633483264,0,633483264,0.75,0.75,0,0.75,233.47,233.47,0,233.47,84233080832,84233080832,0,84233080832,634822656,634822656,0,634822656,0.75,0.75,0,0.75
30,3,3,0,3,46.8,46.8,0,46.8,84233080832,84233080832,0,84233080832,4937220096,4937220096,0,4937220096,5.86,5.86,0,5.86,105.3,105.3,0,105.3,84233080832,84233080832,0,84233080832,104435712,104435712,0,104435712,0.12,0.12,0,0.12,209.11,209.11,0,209.11,84233080832,84233080832,0,84233080832,659660800,659660800,0,659660800,0.78,0.78,0,0.78,245.69,245.69,0,245.69,84233080832,84233080832,0,84233080832,659914752,659914752,0,659914752,0.78,0.78,0,0.78,205.73,205.73,0,205.73,84233080832,84233080832,0,84233080832,662409216,662409216,0,662409216,0.79,0.79,0,0.79
31,3,3,0,3,46.18,46.18,0,46.18,84233080832,84233080832,0,84233080832,5034975232,5034975232,0,5034975232,5.98,5.98,0,5.98,139.47,139.47,0,139.47,84233080832,84233080832,0,84233080832,94662656,94662656,0,94662656,0.11,0.11,0,0.11,346.89,346.89,0,346.89,84233080832,84233080832,0,84233080832,661172224,661172224,0,661172224,0.78,0.78,0,0.78,352.08,352.08,0,352.08,84233080832,84233080832,0,84233080832,660582400,660582400,0,660582400,0.78,0.78,0,0.78,342.78,342.78,0,342.78,84233080832,84233080832,0,84233080832,663007232,663007232,0,663007232,0.79,0.79,0,0.79
32,3,3,0,3,71.32,71.32,0,71.32,84233080832,84233080832,0,84233080832,5058125824,5058125824,0,5058125824,6,6,0,6,153.83,153.83,0,153.83,84233080832,84233080832,0,84233080832,98283520,98283520,0,98283520,0.12,0.12,0,0.12,347.8,347.8,0,347.8,84233080832,84233080832,0,84233080832,661176320,661176320,0,661176320,0.78,0.78,0,0.78,353.72,353.72,0,353.72,84233080832,84233080832,0,84233080832,661168128,661168128,0,661168128,0.78,0.78,0,0.78,346.07,346.07,0,346.07,84233080832,84233080832,0,84233080832,662933504,662933504,0,662933504,0.79,0.79,0,0.79
33,3,3,0,3,75.43,75.43,0,75.43,84233080832,84233080832,0,84233080832,5023842304,5023842304,0,5023842304,5.96,5.96,0,5.96,112.56,112.56,0,112.56,84233080832,84233080832,0,84233080832,151097344,151097344,0,151097344,0.18,0.18,0,0.18,349.67,349.67,0,349.67,84233080832,84233080832,0,84233080832,660541440,660541440,0,660541440,0.78,0.78,0,0.78,356.44,356.44,0,356.44,84233080832,84233080832,0,84233080832,659582976,659582976,0,659582976,0.78,0.78,0,0.78,348.44,348.44,0,348.44,84233080832,84233080832,0,84233080832,661331968,661331968,0,661331968,0.79,0.79,0,0.79
34,3,3,0,3,71.55,71.55,0,71.55,84233080832,84233080832,0,84233080832,5060685824,5060685824,0,5060685824,6.01,6.01,0,6.01,52.17,52.17,0,52.17,84233080832,84233080832,0,84233080832,107937792,107937792,0,107937792,0.13,0.13,0,0.13,361.55,361.55,0,361.55,84233080832,84233080832,0,84233080832,661372928,661372928,0,661372928,0.79,0.79,0,0.79,368.02,368.02,0,368.02,84233080832,84233080832,0,84233080832,659632128,659632128,0,659632128,0.78,0.78,0,0.78,361.48,361.48,0,361.48,84233080832,84233080832,0,84233080832,662167552,662167552,0,662167552,0.79,0.79,0,0.79
35,3,3,0,3,73.48,73.48,0,73.48,84233080832,84233080832,0,84233080832,5033988096,5033988096,0,5033988096,5.98,5.98,0,5.98,142.65,142.65,0,142.65,84233080832,84233080832,0,84233080832,98033664,98033664,0,98033664,0.12,0.12,0,0.12,285.07,285.07,0,285.07,84233080832,84233080832,0,84233080832,683122688,683122688,0,683122688,0.81,0.81,0,0.81,233.74,233.74,0,233.74,84233080832,84233080832,0,84233080832,680898560,680898560,0,680898560,0.81,0.81,0,0.81,280.8,280.8,0,280.8,84233080832,84233080832,0,84233080832,683597824,683597824,0,683597824,0.81,0.81,0,0.81
36,3,3,0,3,70.22,70.22,0,70.22,84233080832,84233080832,0,84233080832,5021093888,5021093888,0,5021093888,5.96,5.96,0,5.96,1.57,1.57,0,1.57,84233080832,84233080832,0,84233080832,97509376,97509376,0,97509376,0.12,0.12,0,0.12,117.98,117.98,0,117.98,84233080832,84233080832,0,84233080832,686538752,686538752,0,686538752,0.82,0.82,0,0.82,118.03,118.03,0,118.03,84233080832,84233080832,0,84233080832,683163648,683163648,0,683163648,0.81,0.81,0,0.81,117.97,117.97,0,117.97,84233080832,84233080832,0,84233080832,685871104,685871104,0,685871104,0.81,0.81,0,0.81
37,3,3,0,3,22.7,22.7,0,22.7,84233080832,84233080832,0,84233080832,5060857856,5060857856,0,5060857856,6.01,6.01,0,6.01,1.22,1.22,0,1.22,84233080832,84233080832,0,84233080832,97304576,97304576,0,97304576,0.12,0.12,0,0.12,235.11,235.11,0,235.11,84233080832,84233080832,0,84233080832,693850112,693850112,0,693850112,0.82,0.82,0,0.82,248.26,248.26,0,248.26,84233080832,84233080832,0,84233080832,691138560,691138560,0,691138560,0.82,0.82,0,0.82,234.87,234.87,0,234.87,84233080832,84233080832,0,84233080832,695037952,695037952,0,695037952,0.83,0.83,0,0.83
