Count,ActiveProcessingCount_mean,ActiveProcessingCount_median,ActiveProcessingCount_std_dev,ActiveProcessingCount_mode,Host_CPU_mean,Host_CPU_median,Host_CPU_std_dev,Host_CPU_mode,Host_Memory_Total_mean,Host_Memory_Total_median,Host_Memory_Total_std_dev,Host_Memory_Total_mode,Host_Memory_Used_mean,Host_Memory_Used_median,Host_Memory_Used_std_dev,Host_Memory_Used_mode,Host_Memory_UsedPercentage_mean,Host_Memory_UsedPercentage_median,Host_Memory_UsedPercentage_std_dev,Host_Memory_UsedPercentage_mode,Worker_CPU_mean,Worker_CPU_median,Worker_CPU_std_dev,Worker_CPU_mode,Worker_Memory_Total_mean,Worker_Memory_Total_median,Worker_Memory_Total_std_dev,Worker_Memory_Total_mode,Worker_Memory_Used_mean,Worker_Memory_Used_median,Worker_Memory_Used_std_dev,Worker_Memory_Used_mode,Worker_Memory_UsedPercentage_mean,Worker_Memory_UsedPercentage_median,Worker_Memory_UsedPercentage_std_dev,Worker_Memory_UsedPercentage_mode,Processing_CPU_1_mean,Processing_CPU_1_median,Processing_CPU_1_std_dev,Processing_CPU_1_mode,Processing_Memory_Total_1_mean,Processing_Memory_Total_1_median,Processing_Memory_Total_1_std_dev,Processing_Memory_Total_1_mode,Processing_Memory_Used_1_mean,Processing_Memory_Used_1_median,Processing_Memory_Used_1_std_dev,Processing_Memory_Used_1_mode,Processing_Memory_UsedPercentage_1_mean,Processing_Memory_UsedPercentage_1_median,Processing_Memory_UsedPercentage_1_std_dev,Processing_Memory_UsedPercentage_1_mode,Processing_CPU_2_mean,Processing_CPU_2_median,Processing_CPU_2_std_dev,Processing_CPU_2_mode,Processing_Memory_Total_2_mean,Processing_Memory_Total_2_median,Processing_Memory_Total_2_std_dev,Processing_Memory_Total_2_mode,Processing_Memory_Used_2_mean,Processing_Memory_Used_2_median,Processing_Memory_Used_2_std_dev,Processing_Memory_Used_2_mode,Processing_Memory_UsedPercentage_2_mean,Processing_Memory_UsedPercentage_2_median,Processing_Memory_UsedPercentage_2_std_dev,Processing_Memory_UsedPercentage_2_mode,Processing_CPU_3_mean,Processing_CPU_3_median,Processing_CPU_3_std_dev,Processing_CPU_3_mode,Processing_Memory_Total_3_mean,Processing_Memory_Total_3_median,Processing_Memory_Total_3_std_dev,Processing_Memory_Total_3_mode,Processing_Memory_Used_3_mean,Processing_Memory_Used_3_median,Processing_Memory_Used_3_std_dev,Processing_Memory_Used_3_mode,Processing_Memory_UsedPercentage_3_mean,Processing_Memory_UsedPercentage_3_median,Processing_Memory_UsedPercentage_3_std_dev,Processing_Memory_UsedPercentage_3_mode
10,0.9,1,0.3,1,32.632,27.925,15.8605,10.84,20878358937.6,16595939328,22589491722.3702,16595943424,1376758988.8,1307054080,724554599.5021,794652672,9.416,8.48,3.2619,3.94,1.322,1.155,0.5214,0.75,20878358937.6,16595939328,22589491722.3702,16595943424,75112857.6,74979328,2917059.1934,70787072,0.689,0.475,0.4154,0.47,234.652,300.495,144.5465,0,20257391411.2,16595939328,23064541936.2124,16595943424,294602342.4,411922432,204803492.6392,0,1.593,1.6,0.8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,0,1,44.827,42.765,13.1909,23.83,20878358937.6,16595939328,22589491722.3702,16595943424,1398600499.2,1308596224,719806385.4168,832241664,9.65,8.495,3.4576,3.94,1.226,0.88,0.568,0.68,20878358937.6,16595939328,22589491722.3702,16595943424,75163648,75218944,2891267.8715,71041024,0.69,0.475,0.4142,0.47,214.346,208.095,113.3855,97.57,20878358937.6,16595939328,22589491722.3702,16595943424,320269516.8,413011968,185723573.8643,90501120,1.922,1.875,0.5874,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,0,1,39.858,40.715,13.9638,7.55,20878358937.6,16595939328,22589491722.3702,16595943424,1424027648,1309880320,738291274.7398,866213888,9.893,8.505,3.692,4.07,1.178,0.83,0.5381,0.64,20878358937.6,16595939328,22589491722.3702,16595943424,75159142.4,75358208,2871348.1198,71049216,0.69,0.475,0.4142,0.47,211.257,229.83,102.5085,88.95,20878358937.6,16595939328,22589491722.3702,16595943424,358830899.2,467863552,191030665.4595,124125184,2.246,2.145,0.6772,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,0,1,38.897,37.675,13.5058,13.86,20878358937.6,16595939328,22589491722.3702,16595943424,1456504422.4,1363613696,736197837.703,892805120,10.171,8.79,3.8026,4.1,1.613,1.145,1.8884,0.55,20878358937.6,16595939328,22589491722.3702,16595943424,75120640,75028480,2965979.1884,70791168,0.689,0.475,0.4154,0.47,139.589,105.77,79.6563,81.98,20878358937.6,16595939328,22589491722.3702,16595943424,387762585.6,519649280,199653469.1907,143200256,2.463,2.39,0.7438,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,0,1,29.931,18.935,17.8099,12.7,20878358937.6,16595939328,22589491722.3702,16595943424,1492277248,1429768192,744757855.5329,900100096,10.399,9.17,3.7931,4.15,6.934,1.48,17.0088,2.07,20878358937.6,16595939328,22589491722.3702,16595943424,74881843.2,74280960,3007646.8361,70791168,0.689,0.475,0.4154,0.47,185.204,170.2,113.4751,71.74,20878358937.6,16595939328,22589491722.3702,16595943424,412281651.2,546390016,192608534.3782,169168896,2.737,3.025,0.8111,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,0,1,35.685,30.995,14.416,13.07,20878358937.6,16595939328,22589491722.3702,16595943424,1513230336,1453180928,736028581.3262,924094464,10.639,9.295,3.9802,4.15,2.954,1.64,2.7533,0.53,20878358937.6,16595939328,22589491722.3702,16595943424,74944921.6,74283008,3010750.8341,71471104,0.691,0.48,0.4134,0.47,209.225,240.24,145.3019,15.08,20878358937.6,16595939328,22589491722.3702,16595943424,437860352,565270528,190187456.2124,181616640,3.001,3.455,0.9241,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,0,1,34.06,30.955,9.8648,24.41,20878358937.6,16595939328,22589491722.3702,16595943424,1534233804.8,1481662464,728123760.9199,933249024,10.862,9.415,4.1352,4.15,9.761,3.855,14.7656,0.83,20878358937.6,16595939328,22589491722.3702,16595943424,80074752,74293248,14993188.0083,67526656,0.722,0.645,0.4053,0.08,182.635,232.835,101.1469,19.3,20878358937.6,16595939328,22589491722.3702,16595943424,462933196.8,594991104,184131007.9295,201474048,3.272,3.66,1.0476,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,0,1,31.927,31.605,11.9088,11.11,20878358937.6,16595939328,22589491722.3702,16595943424,1560663244.8,1510217728,728908058.908,938196992,11.1,9.65,4.2725,4.18,38.806,28.91,37.134,0.79,20878358937.6,16595939328,22589491722.3702,16595943424,73375744,73990144,2724248.3375,66445312,0.682,0.455,0.4208,0.45,213.091,243.33,107.474,78.74,20878358937.6,16595939328,22589491722.3702,16595943424,478179737.6,597850112,166921609.8988,245391360,3.506,3.675,1.1903,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,0,1,43.566,48.225,12.9626,14.34,20878358937.6,16595939328,22589491722.3702,16595943424,1574557696,1496995840,726666503.7089,977022976,11.309,9.64,4.5247,4.22,1.314,1.055,0.5749,0.8,20878358937.6,16595939328,22589491722.3702,16595943424,73156198.4,74117120,2884783.5759,65531904,0.681,0.45,0.4213,0.45,224.681,275.635,107.5998,94.47,20878358937.6,16595939328,22589491722.3702,16595943424,491429478.4,603873280,150880649.3699,279482368,3.715,3.68,1.3633,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,0,1,40.529,39.375,11.8672,15.88,20878358937.6,16595939328,22589491722.3702,16595943424,1589404467.2,1498816512,724799748.1947,1009332224,11.499,9.655,4.7201,4.25,6.458,1.26,8.5095,0.68,20878358937.6,16595939328,22589491722.3702,16595943424,73137766.4,73990144,2952922.5334,65495040,0.681,0.45,0.4237,0.45,205.738,174.695,116.0329,90.21,20878358937.6,16595939328,22589491722.3702,16595943424,507553792,605356032,142341671.4886,311398400,3.912,3.76,1.5169,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,0,1,41.498,38.845,16.4037,9.15,20878358937.6,16595939328,22589491722.3702,16595943424,1603518873.6,1520967680,715575103.673,1041526784,11.689,9.645,4.8954,9.2,14.449,3.79,19.3849,0.52,20878358937.6,16595939328,22589491722.3702,16595943424,79321497.6,75335680,12214751.533,65765376,0.781,0.45,0.5598,0.45,176.136,106.25,138.9051,91.78,20878358937.6,16595939328,22589491722.3702,16595943424,521092300.8,615256064,142037642.8062,339853312,4.044,3.79,1.5872,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,0,1,35.914,26.895,21.5123,12.89,20878358937.6,16595939328,22589491722.3702,16595943424,1621122252.8,1528899584,708368004.3204,1067188224,11.882,9.79,5.0323,4.24,43.157,31.1,44.5151,0.58,20878358937.6,16595939328,22589491722.3702,16595943424,91836416,75479040,24050544.6256,65495040,0.925,0.45,0.7264,0.45,195.506,229.73,94.4604,75.98,20878358937.6,16595939328,22589491722.3702,16595943424,528762060.8,624318464,142607730.3467,351084544,4.109,3.83,1.6222,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,1,54.183,31.185,33.4255,20.13,20878358937.6,16595939328,22589491722.3702,16595943424,1647848652.8,1535037440,705334170.9729,1114275840,12.178,9.835,5.3076,4.26,27.293,7.58,29.532,0.52,20878358937.6,16595939328,22589491722.3702,16595943424,80816128,75415552,14515969.6447,67067904,0.801,0.46,0.5898,0.45,192.51,209.13,90.0244,88.39,20878358937.6,16595939328,22589491722.3702,16595943424,539217510.4,633821184,140056250.7154,363798528,4.221,3.89,1.7012,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,0,1,48.285,33.665,27.2309,11.25,20878358937.6,16595939328,22589491722.3702,16595943424,1641388032,1542316032,706937335.0605,1091039232,12.089,9.895,5.1936,4.26,44.187,34.905,39.4925,0.78,20878358937.6,16595939328,22589491722.3702,16595943424,90052198.4,75366400,23000456.6107,66109440,0.881,0.665,0.6395,0.08,209.217,236.125,97.526,85.58,20878358937.6,16595939328,22589491722.3702,16595943424,542774476.8,642906112,141621389.1017,364470272,4.237,3.905,1.7038,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,1,0,1,55.681,37.3,33.2168,100,20878358937.6,16595939328,22589491722.3702,16595943424,1657554944,1547395072,707324402.7594,1121718272,12.282,9.925,5.3883,9.32,44.32,47.35,34.7863,1.23,20878358937.6,16595939328,22589491722.3702,16595943424,73946316.8,74330112,2988322.159,67141632,0.684,0.465,0.4163,0.46,228.354,230.935,106.155,96.98,20878358937.6,16595939328,22589491722.3702,16595943424,548255744,642861056,141562722.7249,371200000,4.283,3.895,1.7373,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,0,1,53.437,47.9,23.0609,9.44,20878358937.6,16595939328,22589491722.3702,16595943424,1656473190.4,1539094528,729234963.3925,1121718272,12.189,9.835,5.2909,4.37,1.614,1.35,0.802,0.77,20878358937.6,16595939328,22589491722.3702,16595943424,73990963.2,74323968,2733173.2376,68182016,0.684,0.465,0.4163,0.46,260.22,298.955,106.6966,118.14,20878358937.6,16595939328,22589491722.3702,16595943424,551464550.4,642676736,140586852.6764,371654656,4.321,3.905,1.7664,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,0,1,50.584,42.15,21.8162,16.97,20878358937.6,16595939328,22589491722.3702,16595943424,1657036390.4,1540118528,726184282.3211,1121718272,12.196,9.86,5.2903,4.35,1.42,1.035,0.7668,0.61,20878358937.6,16595939328,22589491722.3702,16595943424,73916825.6,74338304,2919085.2881,67399680,0.684,0.465,0.4163,0.46,226.712,191.155,89.5719,147.78,20878358937.6,16595939328,22589491722.3702,16595943424,560091955.2,657276928,146917071.7793,371699712,4.36,3.985,1.7544,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,1,0,1,48.97,34.96,25.043,20.98,20878358937.6,16595939328,22589491722.3702,16595943424,1664663552,1557841920,727655566.4748,1121976320,12.242,9.97,5.272,4.36,1.896,1.555,1.8019,2.16,20878358937.6,16595939328,22589491722.3702,16595943424,73972531.2,74493952,2936272.1314,67411968,0.685,0.465,0.4175,0.46,170.537,148.56,74.9323,103.3,20878358937.6,16595939328,22589491722.3702,16595943424,561273241.6,657633280,147649121.3843,372256768,4.367,4.01,1.7511,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,1,0,1,42.025,23.44,31.4658,6.87,20878358937.6,16595939328,22589491722.3702,16595943424,1665894809.6,1563910144,723802950.3014,1121972224,12.255,9.995,5.2662,4.35,7.341,1.595,12.7702,0.57,20878358937.6,16595939328,22589491722.3702,16595943424,75559731.2,75255808,5899522.0793,67416064,0.689,0.465,0.4109,0.46,225.837,254.16,68.3671,134.73,20878358937.6,16595939328,22589491722.3702,16595943424,567873536,670369792,152361911.8717,372334592,4.403,4.105,1.7432,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1,0,1,48.718,34,24.3422,16.55,20878358937.6,16595939328,22589491722.3702,16595943424,1671695564.8,1580771328,724006335.0627,1122746368,12.29,10.065,5.2509,9.58,12.103,9.92,7.3886,0.53,20878358937.6,16595939328,22589491722.3702,16595943424,73793126.4,74573824,3130250.6984,66273280,0.688,0.465,0.4211,0.46,202.83,200.74,61.4216,138.16,20878358937.6,16595939328,22589491722.3702,16595943424,577729331.2,690411520,159946631.1381,372359168,4.458,4.24,1.732,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,1,0,1,48.656,30.42,28.5763,14.05,20878358937.6,16595939328,22589491722.3702,16595943424,1680798515.2,1599637504,721383431.4232,1123536896,12.344,10.195,5.2262,18.21,32.942,25.66,30.4776,0.86,20878358937.6,16595939328,22589491722.3702,16595943424,88503091.2,84934656,16689740.0313,65499136,0.862,0.64,0.5861,0.08,246.63,287.015,119.3724,95.1,20878358937.6,16595939328,22589491722.3702,16595943424,580281548.8,697303040,162143008.4675,372371456,4.472,4.25,1.7263,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,1,0,1,54.52,39.95,27.1399,16.46,20878358937.6,16595939328,22589491722.3702,16595943424,1689753190.4,1617311744,712598681.7001,1133690880,12.465,10.225,5.3205,4.32,72.517,83.975,30.9215,1.39,20878358937.6,16595939328,22589491722.3702,16595943424,83437568,76285952,18007241.4273,68755456,0.838,0.46,0.6422,0.46,211.728,212.345,142.5305,0,17545557606.4,11402811392,22962333708.7132,16595943424,503096115.2,542621696,224527646.1976,0,4.238,4.24,2.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,0,1,62.851,48.395,29.5826,17.3,20878358937.6,16595939328,22589491722.3702,16595943424,1651907788.8,1594357760,698362720.7497,1145659392,12.413,10.18,5.5922,4.31,28.523,2.72,36.0683,0.78,20878358937.6,16595939328,22589491722.3702,16595943424,82982092.8,76574720,14563881.6263,68214784,0.83,0.46,0.6129,0.46,178.798,126.45,108.2086,0,17545557606.4,11402811392,22962333708.7132,16595943424,507268300.8,542881792,228290084.962,0,4.256,4.315,2.1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.9,1,0.3,1,53.151,40.825,34.0521,0.88,20878358937.6,16595939328,22589491722.3702,16595943424,1610988339.2,1428428800,720324813.5745,1140649984,12.2,10.18,5.6188,3.77,31.018,2.58,42.5111,0.54,20878358937.6,16595939328,22589491722.3702,16595943424,83942604.8,75829248,20572673.3331,68481024,0.846,0.46,0.6679,0.46,132.488,125.625,71.3952,0,17545557606.4,11402811392,22962333708.7132,16595943424,514372812.8,553914368,234387727.34,0,4.294,4.37,2.1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.9,1,0.3,1,48.032,25.515,38.7669,100,20878358937.6,16595939328,22589491722.3702,16595943424,1622092595.2,1438134272,719536948.8155,1124012032,12.282,10.34,5.6238,3.77,12.486,1.735,19.9671,0.55,20878358937.6,16595939328,22589491722.3702,16595943424,73692364.8,73744384,2581028.0581,68481024,0.679,0.46,0.4119,0.46,146.455,157.605,61.1964,0,17545557606.4,11402811392,22962333708.7132,16595943424,516881612.8,553412608,236747359.8746,0,4.297,4.375,2.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.9,1,0.3,1,45.328,26.49,36.3918,0.94,20878358937.6,16595939328,22589491722.3702,16595943424,1623039180.8,1440411648,728491772.3419,1124257792,12.25,10.35,5.5751,3.77,6.286,1.75,14.4249,0.52,20878358937.6,16595939328,22589491722.3702,16595943424,73718988.8,73732096,2598749.0264,68489216,0.679,0.46,0.4119,0.46,163.115,160.935,92.414,0,9122249523.2,6209687552,6509895088.3452,16595943424,445790617.6,388702208,271868727.7111,0,4.231,4.43,2.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.8,1,0.4,1,45.952,32.335,30.4593,2.57,20878358937.6,16595939328,22589491722.3702,16595943424,1552340172.8,1444984832,524562442.1452,1124257792,12.184,10.4,5.6953,3.49,13.501,6.17,25.7848,2.19,20878358937.6,16595939328,22589491722.3702,16595943424,74309632,74629120,2838548.0957,69443584,0.681,0.46,0.4097,0.46,158.991,159.52,90.7605,0,9122249523.2,6209687552,6509895088.3452,16595943424,447879987.2,388714496,274043872.2768,0,4.244,4.455,2.2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
